Прізвище,Ім’я,По батькові,Стать,Дата народження,Посада,Місто проживання,Адреса проживання,Телефон,Email
Авдєєнко,Роксолана,Едуардівна,Жіноча,1959-05-07,Програміст,хутір Олександрівськ,"парк Новий, буд. 2, Харків, 24962",+380 19 028-21-87,arsenychpanas@example.com
Черінько,Ольга,Макарівна,Жіноча,1981-08-08,Драматург,місто Вінниця,"узвіз Польський узвіз, буд. 14, Таврійськ, 97597",259-69-30,gvatamaniuk@example.net
Голобородько,Захар,Микитович,Чоловіча,1998-10-30,Мікробіолог,хутір Пустомити,"набережна Цементний, буд. 678, Арциз, 09796",+380 (11) 756-53-13,shvedchenkodemyd@example.org
Венгринович,Устим,Яковович,Чоловіча,1970-01-19,Стропальник,місто Дунаївці,"проспект Михайлівська, буд. 09, Бахчисарай, 57442",099 289 74 69,ilienkookhrim@example.net
Ющенко,Тереза,Феофанівна,Жіноча,1985-12-10,Електрослюсар,хутір Ічня,"парк Донорська, буд. 27, Бердичів, 87869",847-79-90,drozdieva@example.com
Демʼяненко,Семен,Сергійович,Чоловіча,1952-05-21,Льотчик,село Кам'янка-Дніпровська,"шосе Горіхова, буд. 0 кв. 568, Нікополь, 84038",+380 73 739-75-18,myroslavdatsenko@example.com
Павлик,Володимир,Георгійович,Чоловіча,1973-11-18,Мистецтвознавець,місто Добромиль,"шосе Манежна, буд. 7 кв. 6, Щастя, 69800",+380 62 085-12-36,iaroslava88@example.com
Євтушенко,Спас,Омелянович,Чоловіча,1981-02-12,Зоолог,село Генічеськ,"шосе Пироговська, буд. 1, Полтава, 43584",+380 24 916-03-44,xzarudnyi@example.com
Їжак,Ростислав,Охрімович,Чоловіча,1959-05-24,Громадський діяч,село Пологи,"парк Морський 2-й, буд. 2, Біла Церква, 25313",427 08 19,azhazhaboryslav@example.net
Андрусенко,Ірена,Степанівна,Жіноча,1976-09-11,Хореограф,хутір Красноперекопськ,"узвіз Байдарочний, буд. 30, Полтава, 32252",+380 33 871 14 07,marusia24@example.org
Затовканюк,Святослава,Ростиславівна,Жіноча,1955-08-03,Етнограф,село Нововолинськ,"сквер Халайджогло, буд. 1 кв. 42, Вознесенівка, 03924",+380 (22) 604-40-29,rozaliia98@example.com
Пʼятаченко,Ярина,Охрімівна,Жіноча,1956-01-25,Каскадер,місто Новоград-Волинський,"шосе Закарпатська, буд. 6, Лебедин, 78738",226 16 67,vsachenko@example.com
Архимович,Богданна,Ігорівна,Жіноча,1941-01-19,Астронавт,селище Рівне,"вулиця Перша, буд. 911, Борислав, 62581",+380 43 488 41 58,rdubas@example.org
Ващенко-Захарченко,Альберт,Богодарович,Чоловіча,2002-09-30,Бухгалтер,село Трускавець,"провулок Наклонна, буд. 423 кв. 312, Тернопіль, 94755",+380 53 921-02-89,wlahoda@example.org
Василечко,Пилип,Ігорович,Чоловіча,1988-03-12,Петрограф,місто Овруч,"набережна Краснослобідська, буд. 497, Кагарлик, 51770",+380 (10) 566-75-54,leoniddutka@example.org
Валенко,Пантелеймон,Прохорович,Чоловіча,1949-09-16,Адвокат,село Нетішин,"узвіз Старопортофранківська, буд. 253 кв. 2, Шепетівка, 60050",041 712 09 02,tkolesnychenko@example.org
Демʼяненко,Еріка,Геннадіївна,Жіноча,1946-02-01,Круп'є,село Миронівка,"провулок Академічна, буд. 920, Вуглегірськ, 32382",+380 (56) 936-21-11,venedyktbaranets@example.com
Романенко,Віолетта,Августинівна,Жіноча,1977-07-24,Провізор,хутір Горохів,"провулок Соляний 6-й, буд. 5 кв. 0, Дебальцеве, 65749",+380 (36) 685-01-50,elavrenko@example.com
Щорс,Ірина,Васильівна,Жіноча,1947-10-16,Паралегал,селище Андрушівка,"парк Свободи, буд. 9 кв. 2, Щастя, 47361",+380 36 734-74-54,stepan36@example.net
Запорожець,Лукʼян,Лукʼянович,Чоловіча,1969-08-15,Модельєр,місто Біла Церква,"вулиця Дмитра Сигаревича, буд. 55 кв. 60, Селидове, 19958",074 793 17 68,orysia40@example.com
Тягнибок,Семен,Русланович,Чоловіча,1993-08-12,Ґрунтознавець,селище Вознесенівка,"набережна Рельєфна, буд. 485 кв. 251, Бровари, 84622",026 39 34,jaleksiichuk@example.org
Опанасенко,Єлисей,Богуславович,Чоловіча,2007-01-01,Кінолог,село Чортків,"площа Сталепрокатна, буд. 2, Рава-Руська, 31517",+380 48 322-66-56,varvara03@example.com
Атрощенко,Марія,Гордіївна,Жіноча,1948-04-10,Біолог,місто Севастополь,"площа Олександра Мурашка, буд. 2 кв. 59, Львів, 20583",+380 (17) 790-53-42,feofanvashchenko@example.net
Титаренко,Пантелеймон,Орхипович,Чоловіча,1950-11-01,Прокурор,селище Білгород-Дністровський,"набережна Нафтовиків 2-й, буд. 3, Борщів, 30397",039 229-47-02,emiliiavasylevych@example.net
Рябець,Опанас,Олексович,Чоловіча,1994-02-26,Каскадер,місто Красноперекопськ,"узвіз Олексія Косяченко, буд. 14 кв. 437, Бахчисарай, 85127",+380 98 420 83 54,umanetsmykyta@example.com
Абрамчук,Аліна,Іллівна,Жіноча,1952-05-29,Медик,село Горохів,"площа Тополина, буд. 6 кв. 14, Новоукраїнка, 63839",221 11 45,solifirenko@example.net
Дзюба,Мілена,Вадимівна,Жіноча,1943-12-22,Патологоанатом,місто Костянтинівка,"проспект Ольгіївський узвіз, буд. 92, Хутір-Михайлівський, 05303",+380 82 500-35-63,udovychenkosolomiia@example.net
Остапчук,Болеслав,Августинович,Чоловіча,1987-07-18,Публіцист,місто Каховка,"набережна Фабрична, буд. 9 кв. 94, Донецьк, 22191",092 635 03 14,bandurkaavrelii@example.com
Лукаш,Веніямин,Глібович,Чоловіча,1948-04-02,Локсмайстер,місто Новгород-Сіверський,"узвіз Малинова, буд. 1, Броди, 72928",+380 20 652-77-75,mykhailiuksviatoslav@example.net
Зінчук,Лесь,Іванович,Чоловіча,2004-06-08,Ріелтор,село П'ятихатки,"шосе Зарічна, буд. 8, Чорнобиль, 10165",055 043 90 02,operebyinis@example.com
Височан,Єлисей,Валентинович,Чоловіча,1967-10-03,Астрофізик,селище Білицьке,"провулок Пересипський 2-й, буд. 19 кв. 8, Миколаїв, 19914",+380 95 535-45-45,iosyp38@example.net
Савенко,Сергій,Алевтинович,Чоловіча,1950-06-10,Стоматолог,місто Покровськ,"вулиця Верхня, буд. 376 кв. 777, Тульчин, 11513",+380 21 329-68-53,symonenkospas@example.org
Сіробаба,Надія,Єлисеївна,Жіноча,2008-05-29,Євнух,місто Ірміно,"вулиця Самодіяльна, буд. 65, Світлодарськ, 18185",+380 82 709-35-33,vasylynakabanenko@example.com
Рубець,Орина,Ааронівна,Жіноча,1946-07-26,Петрограф,хутір Нова Каховка,"набережна Леся Курбаса, буд. 155, Теребовля, 71450",+380 73 559-89-89,vhunko@example.org
Черненко,Данило,Богданович,Чоловіча,1993-06-07,Композитор,місто Ладижин,"сквер Крутоярська, буд. 696, Кіцмань, 15496",+380 14 458-66-50,hukvioletta@example.org
Вобла,Єва,Артемівна,Жіноча,1977-01-24,Електротехнік,селище Багачеве,"парк Бібліотечна, буд. 963, Чортків, 26207",090 792-66-41,xteslenko@example.net
Артеменко,Семен,Мартинович,Чоловіча,2006-08-08,Прокурор,селище Зміїв,"провулок Крижанівський, буд. 528 кв. 741, Золочів, 84534",098 502 21 65,bohodarirvanets@example.org
Андрійчук,Віталій,Охрімович,Чоловіча,2008-03-30,Музикознавець,хутір Селидове,"парк Йосипа Тимченка, буд. 924 кв. 08, Коломия, 83598",+380 23 076-22-43,ovcharenkoborys@example.net
Юрченко,Гордій,Антонович,Чоловіча,2008-06-04,Стиліст,хутір Самбір,"узвіз Верхня, буд. 2, Бобровиця, 90757",051 968 60 77,symon23@example.net
